@RELATION browserninja.website

@ATTRIBUTE URL STRING
@ATTRIBUTE id NUMERIC
@ATTRIBUTE tagName STRING
@ATTRIBUTE childsNumber NUMERIC
@ATTRIBUTE textLength NUMERIC
@ATTRIBUTE basePlatform STRING
@ATTRIBUTE targetPlatform STRING
@ATTRIBUTE baseBrowser STRING
@ATTRIBUTE targetBrowser STRING
@ATTRIBUTE baseDPI NUMERIC
@ATTRIBUTE targetDPI NUMERIC
@ATTRIBUTE baseScreenshot STRING
@ATTRIBUTE targetScreenshot STRING
@ATTRIBUTE baseX NUMERIC
@ATTRIBUTE targetX NUMERIC
@ATTRIBUTE baseY NUMERIC
@ATTRIBUTE targetY NUMERIC
@ATTRIBUTE baseHeight NUMERIC
@ATTRIBUTE targetHeight NUMERIC
@ATTRIBUTE baseWidth NUMERIC
@ATTRIBUTE targetWidth NUMERIC
@ATTRIBUTE baseParentX NUMERIC
@ATTRIBUTE targetParentX NUMERIC
@ATTRIBUTE baseParentY NUMERIC
@ATTRIBUTE targetParentY NUMERIC
@ATTRIBUTE imageDiff NUMERIC
@ATTRIBUTE chiSquared NUMERIC
@ATTRIBUTE baseDeviceWidth NUMERIC
@ATTRIBUTE targetDeviceWidth NUMERIC
@ATTRIBUTE baseViewportWidth NUMERIC
@ATTRIBUTE targetViewportWidth NUMERIC
@ATTRIBUTE xpath STRING
@ATTRIBUTE baseXpath STRING
@ATTRIBUTE targetXpath STRING
@ATTRIBUTE phash NUMERIC
@ATTRIBUTE basePreviousSiblingLeft NUMERIC
@ATTRIBUTE targetPreviousSiblingLeft NUMERIC
@ATTRIBUTE basePreviousSiblingTop NUMERIC
@ATTRIBUTE targetPreviousSiblingTop NUMERIC
@ATTRIBUTE baseNextSiblingLeft NUMERIC
@ATTRIBUTE targetNextSiblingLeft NUMERIC
@ATTRIBUTE baseNextSiblingTop NUMERIC
@ATTRIBUTE targetNextSiblingTop NUMERIC
@ATTRIBUTE baseTextNodes NUMERIC
@ATTRIBUTE targetTextNodes NUMERIC
@ATTRIBUTE baseFontFamily STRING
@ATTRIBUTE targetFontFamily STRING
@ATTRIBUTE external {0, 1, 2}
@ATTRIBUTE internal {0, 1, 2}
@ATTRIBUTE base_bin1 NUMERIC
@ATTRIBUTE base_bin2 NUMERIC
@ATTRIBUTE base_bin3 NUMERIC
@ATTRIBUTE base_bin4 NUMERIC
@ATTRIBUTE base_bin5 NUMERIC
@ATTRIBUTE base_bin6 NUMERIC
@ATTRIBUTE base_bin7 NUMERIC
@ATTRIBUTE base_bin8 NUMERIC
@ATTRIBUTE base_bin9 NUMERIC
@ATTRIBUTE base_bin10 NUMERIC
@ATTRIBUTE target_bin1 NUMERIC
@ATTRIBUTE target_bin2 NUMERIC
@ATTRIBUTE target_bin3 NUMERIC
@ATTRIBUTE target_bin4 NUMERIC
@ATTRIBUTE target_bin5 NUMERIC
@ATTRIBUTE target_bin6 NUMERIC
@ATTRIBUTE target_bin7 NUMERIC
@ATTRIBUTE target_bin8 NUMERIC
@ATTRIBUTE target_bin9 NUMERIC
@ATTRIBUTE target_bin10 NUMERIC

@DATA
http://wwatana.be/mobile/mobile/201801/2/,1.0,DIV,1.0,22.0,'iOS 12.1 - Safari -- iOS - iPhone 8','Android null - Chrome -- Android - MotoG4',null,null,2.0,3.0,null,null,147.0,140.0,38.0,35.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,1080.0,375.0,360.0,/body[2]/div[1]/div[1],/body[2]/div[1]/div[1],/body[2]/div[1]/div[1],0.0,0.0,0.0,0.0,0.0,37.0,36.0,126.0,125.0,2.0,2.0,-webkit-standard,'Times New Roman',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://wwatana.be/mobile/mobile/201801/2/,0.0,DIV,18.0,909.0,'iOS 12.1 - Safari -- iOS - iPhone 8','Android null - Chrome -- Android - MotoG4',null,null,2.0,3.0,null,null,0.0,0.0,0.0,0.0,553.0,512.0,375.0,360.0,8.0,8.0,8.0,8.0,0.0,0.0,750.0,1080.0,375.0,360.0,/body[2]/div[1],/body[2]/div[1],/body[2]/div[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,-webkit-standard,'Times New Roman',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://wwatana.be/mobile/mobile/201801/2/,17.0,IMG,0.0,0.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhoneSE',null,null,2.0,2.0,results/iphone8/17.png,results/iphonese/17.png,104.0,89.0,298.0,264.0,208.0,208.0,200.0,200.0,103.0,88.0,305.0,271.0,541599.0,23010.5,750.0,640.0,375.0,320.0,/body[2]/div[1]/div[3]/div[5]/img[1],/body[2]/div[1]/div[3]/div[5]/img[1],/body[2]/div[1]/div[3]/div[5]/img[1],1.0,153.0,131.0,491.0,423.0,0.0,0.0,0.0,0.0,0.0,0.0,-webkit-standard,-webkit-standard,0,0,253,1,1,0,0,0,0,0,0,1,253,1,1,0,0,0,0,0,0,1
http://wwatana.be/mobile/mobile/201801/2/,16.0,DIV,1.0,21.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhoneSE',null,null,2.0,2.0,null,null,103.0,88.0,305.0,271.0,202.0,202.0,202.0,202.0,18.0,16.0,276.0,246.0,0.0,0.0,750.0,640.0,375.0,320.0,/body[2]/div[1]/div[3]/div[5],/body[2]/div[1]/div[3]/div[5],/body[2]/div[1]/div[3]/div[5],0.0,153.0,131.0,491.0,423.0,0.0,0.0,0.0,0.0,2.0,2.0,-webkit-standard,-webkit-standard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://wwatana.be/mobile/mobile/201801/2/,15.0,DIV,0.0,0.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhoneSE',null,null,2.0,2.0,results/iphone8/15.png,results/iphonese/15.png,153.0,131.0,491.0,423.0,2.0,2.0,80.0,80.0,18.0,16.0,276.0,246.0,51273.0,160.0,750.0,640.0,375.0,320.0,/body[2]/div[1]/div[3]/div[4],/body[2]/div[1]/div[3]/div[4],/body[2]/div[1]/div[3]/div[4],0.0,45.0,39.0,508.0,437.0,103.0,88.0,305.0,271.0,0.0,0.0,-webkit-standard,-webkit-standard,0,0,241,10,1,2,1,0,0,0,0,1,242,3,5,2,2,0,1,0,0,1
http://wwatana.be/mobile/mobile/201801/2/,14.0,P2,0.0,205.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhoneSE',null,null,2.0,2.0,results/iphone8/14.png,results/iphonese/14.png,45.0,39.0,508.0,437.0,132.0,154.0,283.0,241.0,18.0,16.0,276.0,246.0,3533539.0,7554.8,750.0,640.0,375.0,320.0,/body[2]/div[1]/div[3]/p2[3],/body[2]/div[1]/div[3]/p2[3],/body[2]/div[1]/div[3]/p2[3],1.0,113.0,96.0,469.0,408.0,153.0,131.0,491.0,423.0,1.0,1.0,'trebuchet ms','trebuchet ms',0,1,253,1,1,0,0,0,0,0,0,1,253,1,0,1,0,0,0,0,0,1
http://wwatana.be/mobile/mobile/201801/2/,13.0,H2,0.0,21.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhoneSE',null,null,2.0,2.0,results/iphone8/13.png,results/iphonese/13.png,113.0,96.0,469.0,408.0,24.0,24.0,177.0,177.0,18.0,16.0,276.0,246.0,732521.0,4009.2,750.0,640.0,375.0,320.0,/body[2]/div[1]/div[3]/h2[2],/body[2]/div[1]/div[3]/h2[2],/body[2]/div[1]/div[3]/h2[2],0.6,0.0,0.0,0.0,0.0,45.0,39.0,508.0,437.0,1.0,1.0,'trebuchet ms','trebuchet ms',0,0,244,9,0,1,0,0,0,0,0,2,171,41,29,3,1,1,3,2,3,2
http://wwatana.be/mobile/mobile/201801/2/,6.0,DIV,12.0,702.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhoneSE',null,null,2.0,2.0,null,null,18.0,16.0,276.0,246.0,553.0,454.0,337.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,640.0,375.0,320.0,/body[2]/div[1]/div[3],/body[2]/div[1]/div[3],/body[2]/div[1]/div[3],0.0,37.0,32.0,126.0,123.0,0.0,0.0,0.0,0.0,7.0,7.0,-webkit-standard,-webkit-standard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://wwatana.be/mobile/mobile/201801/2/,5.0,P,0.0,79.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhoneSE',null,null,2.0,2.0,results/iphone8/5.png,results/iphonese/5.png,37.0,32.0,215.0,209.0,81.0,81.0,300.0,256.0,37.0,32.0,126.0,123.0,3282480.0,14465.2,750.0,640.0,375.0,320.0,/body[2]/div[1]/div[2]/p[2],/body[2]/div[1]/div[2]/p[2],/body[2]/div[1]/div[2]/p[2],1.0,37.0,32.0,143.0,137.0,18.0,16.0,276.0,246.0,1.0,1.0,'trebuchet ms','trebuchet ms',0,1,253,0,0,0,0,1,1,0,0,1,253,0,0,1,1,0,0,0,0,1
http://wwatana.be/mobile/mobile/201801/2/,4.0,H1,0.0,8.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhoneSE',null,null,2.0,2.0,results/iphone8/4.png,results/iphonese/4.png,37.0,32.0,143.0,137.0,45.0,45.0,300.0,256.0,37.0,32.0,126.0,123.0,756752.0,7340.4,750.0,640.0,375.0,320.0,/body[2]/div[1]/div[2]/h1[1],/body[2]/div[1]/div[2]/h1[1],/body[2]/div[1]/div[2]/h1[1],1.0,147.0,120.0,38.0,31.0,37.0,32.0,215.0,209.0,1.0,1.0,'trebuchet ms','trebuchet ms',0,0,255,0,0,0,0,0,0,0,0,1,254,0,1,0,0,0,0,0,0,1
http://wwatana.be/mobile/mobile/201801/2/,3.0,DIV,2.0,106.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhoneSE',null,null,2.0,2.0,null,null,37.0,32.0,126.0,123.0,165.0,136.0,300.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,640.0,375.0,320.0,/body[2]/div[1]/div[2],/body[2]/div[1]/div[2],/body[2]/div[1]/div[2],0.0,147.0,120.0,38.0,31.0,18.0,16.0,276.0,246.0,3.0,3.0,-webkit-standard,-webkit-standard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://wwatana.be/mobile/mobile/201801/2/,2.0,IMG,0.0,0.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhoneSE',null,null,2.0,2.0,results/iphone8/2.png,results/iphonese/2.png,147.0,120.0,38.0,31.0,80.0,80.0,80.0,80.0,147.0,120.0,38.0,31.0,61602.0,1981.4,750.0,640.0,375.0,320.0,/body[2]/div[1]/div[1]/img[1],/body[2]/div[1]/div[1]/img[1],/body[2]/div[1]/div[1]/img[1],1.0,0.0,0.0,0.0,0.0,37.0,32.0,126.0,123.0,0.0,0.0,-webkit-standard,-webkit-standard,0,0,253,1,1,0,0,0,0,0,0,1,253,1,1,0,0,0,0,0,0,1
http://wwatana.be/mobile/mobile/201801/2/,1.0,DIV,1.0,22.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhoneSE',null,null,2.0,2.0,null,null,147.0,120.0,38.0,31.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,640.0,375.0,320.0,/body[2]/div[1]/div[1],/body[2]/div[1]/div[1],/body[2]/div[1]/div[1],0.0,0.0,0.0,0.0,0.0,37.0,32.0,126.0,123.0,2.0,2.0,-webkit-standard,-webkit-standard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://wwatana.be/mobile/mobile/201801/2/,0.0,DIV,18.0,909.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhoneSE',null,null,2.0,2.0,null,null,0.0,0.0,0.0,0.0,553.0,454.0,375.0,320.0,8.0,8.0,8.0,8.0,0.0,0.0,750.0,640.0,375.0,320.0,/body[2]/div[1],/body[2]/div[1],/body[2]/div[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,-webkit-standard,-webkit-standard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://wwatana.be/mobile/mobile/201801/2/,17.0,IMG,0.0,0.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhone 8 Plus',null,null,2.0,3.0,results/iphone8/17.png,results/iphone8plus/17.png,104.0,114.0,298.0,322.0,208.0,208.0,200.0,200.0,103.0,113.0,305.0,329.0,731647.0,27488.3,750.0,1242.0,375.0,414.0,/body[2]/div[1]/div[3]/div[5]/img[1],/body[2]/div[1]/div[3]/div[5]/img[1],/body[2]/div[1]/div[3]/div[5]/img[1],1.0,153.0,169.0,491.0,539.0,0.0,0.0,0.0,0.0,0.0,0.0,-webkit-standard,-webkit-standard,0,0,253,1,1,0,0,0,0,0,0,1,254,1,0,0,0,0,0,0,0,1
http://wwatana.be/mobile/mobile/201801/2/,16.0,DIV,1.0,21.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhone 8 Plus',null,null,2.0,3.0,null,null,103.0,113.0,305.0,329.0,202.0,202.0,202.0,202.0,18.0,20.0,276.0,296.0,0.0,0.0,750.0,1242.0,375.0,414.0,/body[2]/div[1]/div[3]/div[5],/body[2]/div[1]/div[3]/div[5],/body[2]/div[1]/div[3]/div[5],0.0,153.0,169.0,491.0,539.0,0.0,0.0,0.0,0.0,2.0,2.0,-webkit-standard,-webkit-standard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://wwatana.be/mobile/mobile/201801/2/,15.0,DIV,0.0,0.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhone 8 Plus',null,null,2.0,3.0,results/iphone8/15.png,results/iphone8plus/15.png,153.0,169.0,491.0,539.0,2.0,2.0,80.0,80.0,18.0,20.0,276.0,296.0,32745.0,160.0,750.0,1242.0,375.0,414.0,/body[2]/div[1]/div[3]/div[4],/body[2]/div[1]/div[3]/div[4],/body[2]/div[1]/div[3]/div[4],0.0,45.0,50.0,508.0,557.0,103.0,113.0,305.0,329.0,0.0,0.0,-webkit-standard,-webkit-standard,1,0,241,10,1,2,1,0,0,0,0,1,231,2,2,4,2,8,2,1,3,1
http://wwatana.be/mobile/mobile/201801/2/,14.0,P2,0.0,205.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhone 8 Plus',null,null,2.0,3.0,results/iphone8/14.png,results/iphone8plus/14.png,45.0,50.0,508.0,557.0,132.0,110.0,283.0,313.0,18.0,20.0,276.0,296.0,2958530.0,30960.1,750.0,1242.0,375.0,414.0,/body[2]/div[1]/div[3]/p2[3],/body[2]/div[1]/div[3]/p2[3],/body[2]/div[1]/div[3]/p2[3],0.9,113.0,125.0,469.0,512.0,153.0,169.0,491.0,539.0,1.0,1.0,'trebuchet ms','trebuchet ms',0,0,253,1,1,0,0,0,0,0,0,1,254,0,1,0,0,0,0,0,0,1
http://wwatana.be/mobile/mobile/201801/2/,13.0,H2,0.0,21.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhone 8 Plus',null,null,2.0,3.0,results/iphone8/13.png,results/iphone8plus/13.png,113.0,125.0,469.0,512.0,24.0,24.0,177.0,177.0,18.0,20.0,276.0,296.0,908032.0,12638.3,750.0,1242.0,375.0,414.0,/body[2]/div[1]/div[3]/h2[2],/body[2]/div[1]/div[3]/h2[2],/body[2]/div[1]/div[3]/h2[2],0.3,0.0,0.0,0.0,0.0,45.0,50.0,508.0,557.0,1.0,1.0,'trebuchet ms','trebuchet ms',0,0,244,9,0,1,0,0,0,0,0,2,254,0,0,1,0,0,0,0,0,1
http://wwatana.be/mobile/mobile/201801/2/,6.0,DIV,12.0,702.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhone 8 Plus',null,null,2.0,3.0,null,null,18.0,20.0,276.0,296.0,553.0,622.0,337.0,372.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,1242.0,375.0,414.0,/body[2]/div[1]/div[3],/body[2]/div[1]/div[3],/body[2]/div[1]/div[3],0.0,37.0,41.0,126.0,128.0,0.0,0.0,0.0,0.0,7.0,7.0,-webkit-standard,-webkit-standard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
